COMMUNITY_AREA,RACE,AGE,SEX,Count
OVERVIEW,WWH,70-79,F,4
OVERVIEW,API,70-79,M,4
OVERVIEW,BLK,70-79,M,68
OVERVIEW,WHI,70-79,M,8
OVERVIEW,WWH,70-79,M,13
OVERVIEW,API,80+,F,1
OVERVIEW,BLK,80+,F,14
OVERVIEW,UNKNOWN,80+,F,1
OVERVIEW,WHI,80+,F,3
OVERVIEW,WWH,80+,F,1
OVERVIEW,BLK,80+,M,21
OVERVIEW,WHI,80+,M,5
OVERVIEW,WWH,80+,M,2
OVERVIEW,BLK,UNKNOWN,F,12
OVERVIEW,UNKNOWN,UNKNOWN,F,1
OVERVIEW,WWH,UNKNOWN,F,5
OVERVIEW,BLK,UNKNOWN,M,47
OVERVIEW,UNKNOWN,UNKNOWN,M,4
OVERVIEW,WBH,UNKNOWN,M,1
OVERVIEW,WHI,UNKNOWN,M,10
OVERVIEW,WWH,UNKNOWN,M,10
OVERVIEW,UNKNOWN,UNKNOWN,UNKNOWN,593
