COMMUNITY_AREA,RACE,AGE,SEX,Count,TOTAL_VICTIMS_BY_GROUP
WEST PULLMAN,BLK,20-29,F,55,1776
WEST PULLMAN,BLK,20-29,M,434,13644
WEST PULLMAN,BLK,30-39,F,38,862
WEST PULLMAN,BLK,30-39,M,210,6563
WEST PULLMAN,BLK,40-49,F,13,403
WEST PULLMAN,BLK,40-49,M,61,2335
WEST PULLMAN,BLK,50-59,F,12,230
WEST PULLMAN,BLK,50-59,M,45,1034
WEST PULLMAN,BLK,60-69,F,2,91
WEST PULLMAN,BLK,60-69,M,10,315
WEST PULLMAN,BLK,80+,F,1,14
WEST PULLMAN,BLK,80+,M,2,21
WEST PULLMAN,BLK,UNKNOWN,F,1,12
WEST PULLMAN,BLK,UNKNOWN,M,2,47
WEST PULLMAN,I,20-29,M,1,2
WEST PULLMAN,UNKNOWN,0-19,M,3,74
WEST PULLMAN,UNKNOWN,20-29,F,2,29
WEST PULLMAN,UNKNOWN,20-29,M,3,131
WEST PULLMAN,UNKNOWN,30-39,M,1,63
WEST PULLMAN,UNKNOWN,UNKNOWN,UNKNOWN,30,593
WEST PULLMAN,WBH,20-29,M,2,128
WEST PULLMAN,WHI,20-29,M,1,340
WEST PULLMAN,WHI,30-39,M,1,239
WEST PULLMAN,WHI,40-49,M,2,122
WEST PULLMAN,WWH,0-19,F,1,232
WEST PULLMAN,WWH,0-19,M,7,1716
WEST PULLMAN,WWH,20-29,M,8,2923
WEST PULLMAN,WWH,30-39,F,1,165
WEST PULLMAN,WWH,30-39,M,8,1262
WEST PULLMAN,WWH,40-49,F,1,65
WEST PULLMAN,WWH,40-49,M,1,463
WEST PULLMAN,WWH,60-69,M,1,59
WEST RIDGE,API,20-29,M,6,67
WEST RIDGE,API,30-39,M,2,36
WEST RIDGE,API,40-49,F,1,3
WEST RIDGE,BLK,0-19,F,1,999
WEST RIDGE,BLK,0-19,M,18,7161
WEST RIDGE,BLK,20-29,F,5,1776
WEST RIDGE,BLK,20-29,M,30,13644
WEST RIDGE,BLK,30-39,M,12,6563
WEST RIDGE,BLK,40-49,F,2,403
WEST RIDGE,BLK,40-49,M,3,2335
WEST RIDGE,BLK,50-59,F,2,230
WEST RIDGE,BLK,50-59,M,2,1034
WEST RIDGE,UNKNOWN,0-19,UNKNOWN,1,19
WEST RIDGE,UNKNOWN,20-29,M,1,131
WEST RIDGE,UNKNOWN,30-39,M,1,63
WEST RIDGE,UNKNOWN,UNKNOWN,UNKNOWN,3,593
WEST RIDGE,WBH,20-29,M,2,128
WEST RIDGE,WHI,0-19,F,3,30
WEST RIDGE,WHI,0-19,M,4,108
WEST RIDGE,WHI,20-29,F,1,73
WEST RIDGE,WHI,20-29,M,6,340
WEST RIDGE,WHI,30-39,F,3,48
WEST RIDGE,WHI,30-39,M,5,239
WEST RIDGE,WHI,40-49,F,2,26
WEST RIDGE,WHI,40-49,M,6,122
WEST RIDGE,WHI,50-59,F,1,16
WEST RIDGE,WHI,50-59,M,4,88
WEST RIDGE,WHI,60-69,F,1,10
WEST RIDGE,WHI,60-69,M,4,45
WEST RIDGE,WWH,0-19,F,2,232
WEST RIDGE,WWH,0-19,M,18,1716
WEST RIDGE,WWH,20-29,F,4,381
WEST RIDGE,WWH,20-29,M,17,2923
WEST RIDGE,WWH,30-39,F,1,165
WEST RIDGE,WWH,30-39,M,7,1262
WEST RIDGE,WWH,40-49,M,4,463
WEST RIDGE,WWH,60-69,M,1,59
WEST TOWN,API,20-29,M,1,67
WEST TOWN,API,30-39,M,1,36
WEST TOWN,BLK,0-19,F,4,999
WEST TOWN,BLK,0-19,M,29,7161
WEST TOWN,BLK,20-29,F,9,1776
WEST TOWN,BLK,20-29,M,89,13644
WEST TOWN,BLK,20-29,UNKNOWN,1,10
WEST TOWN,BLK,30-39,F,4,862
WEST TOWN,BLK,30-39,M,44,6563
WEST TOWN,BLK,40-49,M,7,2335
WEST TOWN,BLK,50-59,F,2,230
WEST TOWN,BLK,50-59,M,3,1034
WEST TOWN,I,50-59,M,1,1
WEST TOWN,UNKNOWN,20-29,M,9,131
WEST TOWN,UNKNOWN,30-39,M,1,63
WEST TOWN,UNKNOWN,UNKNOWN,UNKNOWN,10,593
WEST TOWN,WBH,0-19,M,8,54
WEST TOWN,WBH,20-29,F,1,20
WEST TOWN,WBH,20-29,M,7,128
WEST TOWN,WBH,30-39,F,2,9
WEST TOWN,WBH,30-39,M,3,64
WEST TOWN,WBH,40-49,F,1,6
WEST TOWN,WBH,40-49,M,1,15
WEST TOWN,WBH,50-59,M,3,7
WEST TOWN,WHI,0-19,M,3,108
WEST TOWN,WHI,20-29,F,2,73
WEST TOWN,WHI,20-29,M,28,340
WEST TOWN,WHI,30-39,F,5,48
WEST TOWN,WHI,30-39,M,15,239
WEST TOWN,WHI,40-49,F,2,26
WEST TOWN,WHI,40-49,M,4,122
WEST TOWN,WHI,50-59,F,1,16
WEST TOWN,WHI,50-59,M,4,88
WEST TOWN,WHI,60-69,F,1,10
WEST TOWN,WHI,60-69,M,1,45
WEST TOWN,WHI,80+,M,1,5
WEST TOWN,WWH,0-19,F,7,232
WEST TOWN,WWH,0-19,M,57,1716
WEST TOWN,WWH,20-29,F,17,381
WEST TOWN,WWH,20-29,M,151,2923
WEST TOWN,WWH,20-29,UNKNOWN,1,4
WEST TOWN,WWH,30-39,F,6,165
WEST TOWN,WWH,30-39,M,62,1262
WEST TOWN,WWH,40-49,F,1,65
WEST TOWN,WWH,40-49,M,26,463
WEST TOWN,WWH,50-59,M,6,161
WEST TOWN,WWH,60-69,M,1,59
WOODLAWN,API,40-49,M,1,16
WOODLAWN,BLK,0-19,F,22,999
WOODLAWN,BLK,0-19,M,240,7161
WOODLAWN,BLK,20-29,F,57,1776
WOODLAWN,BLK,20-29,M,340,13644
WOODLAWN,BLK,20-29,UNKNOWN,1,10
WOODLAWN,BLK,30-39,F,28,862
WOODLAWN,BLK,30-39,M,164,6563
WOODLAWN,BLK,40-49,F,9,403
WOODLAWN,BLK,40-49,M,67,2335
WOODLAWN,BLK,50-59,F,8,230
WOODLAWN,BLK,50-59,M,25,1034
WOODLAWN,BLK,60-69,F,4,91
WOODLAWN,BLK,60-69,M,9,315
WOODLAWN,BLK,70-79,F,1,23
WOODLAWN,BLK,70-79,M,2,68
WOODLAWN,BLK,UNKNOWN,F,1,12
WOODLAWN,BLK,UNKNOWN,M,2,47
WOODLAWN,UNKNOWN,0-19,M,2,74
WOODLAWN,UNKNOWN,20-29,F,2,29
WOODLAWN,UNKNOWN,20-29,M,5,131
WOODLAWN,UNKNOWN,30-39,M,2,63
WOODLAWN,UNKNOWN,UNKNOWN,UNKNOWN,13,593
WOODLAWN,WHI,20-29,F,1,73
WOODLAWN,WHI,20-29,M,3,340
WOODLAWN,WHI,40-49,F,1,26
WOODLAWN,WHI,40-49,M,1,122
WOODLAWN,WWH,20-29,F,1,381
WOODLAWN,WWH,20-29,M,3,2923
WOODLAWN,WWH,60-69,M,1,59
